Student,SUB_1,SUB_2,SUB_3,SUB_4,SUB_5,SUB_6,SUB_7,SUB_8,SUB_9,SUB_10,USUB_1,USUB_2,USUB_3,USUB_4,USUB_5,USUB_6,USUB_7,USUB_8,USUB_9,USUB_10,SGD_1,SGD_2,SGD_3,SGD_4,SGD_5,SGD_6,SGD_7,SGD_8,SGD_9,SGD_10
798,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Essentials of Catholic Faith & Life,Data Structures & Algorithms,Understanding the Self,Readings in Philippine History,Technopreneurship,Parallel & Distributed Computing,Living in the IT Era,3,2,1,1,3,1,1,2,3,2,80,93,79,76,82,76,82,71,77,93
799,Computer Programming,Physical Education 3,Understanding the Self,Life & Works of Rizal,Differential Calculus,Discrete Structures,Ethics,Essentials of Catholic Faith & Life,Readings in Philippine History,Art Appreciation,3,2,1,1,3,3,2,1,1,1,72,95,91,85,70,82,87,88,81,100
800,Ethics,Readings in Philippine History,Physical Education 3,Essentials of Catholic Faith & Life,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Differential Calculus,Understanding the Self,Life & Works of Rizal,2,1,2,1,3,2,2,3,1,1,84,94,100,100,77,92,74,99,73,71
801,Ethics,Data Structures & Algorithms,Computer Programming,Differential Calculus,Readings in Philippine History,Art Appreciation,Life & Works of Rizal,Physical Education 3,Parallel & Distributed Computing,Living in the IT Era,2,3,3,3,1,1,1,2,3,2,72,91,74,74,88,77,77,84,75,98
802,Ethics,Discrete Structures,Living in the IT Era,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Understanding the Self,Differential Calculus,Technopreneurship,Data Structures & Algorithms,2,3,2,3,2,3,1,3,2,3,86,87,75,98,84,71,85,85,90,78
803,Essentials of Catholic Faith & Life,Art Appreciation,Technopreneurship,Readings in Philippine History,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Parallel & Distributed Computing,Ethics,Discrete Structures,1,1,2,1,3,2,3,3,2,3,97,85,88,87,71,71,87,85,74,95
804,Parallel & Distributed Computing,Discrete Structures,Living in the IT Era,Technopreneurship,Differential Calculus,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Data Structures & Algorithms,Computer Programming,3,3,2,2,3,2,2,1,3,3,79,91,95,88,92,89,90,71,71,72
805,Life & Works of Rizal,Art Appreciation,Data Structures & Algorithms,Discrete Structures,Technopreneurship,Ethics,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Differential Calculus,1,1,3,3,2,2,2,2,2,3,97,81,98,81,79,99,72,79,100,77
806,Ethics,Computer Programming,Essentials of Catholic Faith & Life,Data Structures & Algorithms,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Living in the IT Era,Technopreneurship,Differential Calculus,2,3,1,3,3,2,1,2,2,3,89,70,71,82,78,91,84,91,93,95
807,Living in the IT Era,Differential Calculus,Readings in Philippine History,Computer Programming,Life & Works of Rizal,Physical Education 3,Ethics,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Discrete Structures,2,3,1,3,1,2,2,1,3,3,94,96,73,75,98,76,77,86,97,72
808,Life & Works of Rizal,Technopreneurship,Parallel & Distributed Computing,Physical Education 3,Discrete Structures,Understanding the Self,Differential Calculus,Readings in Philippine History,Art Appreciation,Living in the IT Era,1,2,3,2,3,1,3,1,1,2,97,90,92,100,76,78,100,86,73,79
809,Computer Programming,Life & Works of Rizal,Data Structures & Algorithms,Readings in Philippine History,Differential Calculus,Ethics,Physical Education 3,Art Appreciation,Discrete Structures,Parallel & Distributed Computing,3,1,3,1,3,2,2,1,3,3,70,100,83,70,85,77,85,90,100,77
810,Differential Calculus,Life & Works of Rizal,Parallel & Distributed Computing,Readings in Philippine History,Data Structures & Algorithms,Ethics,Understanding the Self,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,3,1,3,1,3,2,1,3,2,2,77,99,70,97,79,100,96,98,85,75
811,Discrete Structures,Essentials of Catholic Faith & Life,Understanding the Self,Ethics,Life & Works of Rizal,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Technopreneurship,Readings in Philippine History,3,1,1,2,1,3,2,3,2,1,88,88,98,89,75,78,100,84,74,72
812,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Data Structures & Algorithms,Computer Programming,Ethics,Understanding the Self,Life & Works of Rizal,Readings in Philippine History,Essentials of Catholic Faith & Life,2,2,3,3,3,2,1,1,1,1,75,85,82,82,84,77,74,95,70,72
813,Physical Education 3,Essentials of Catholic Faith & Life,Data Structures & Algorithms,Technopreneurship,Readings in Philippine History,Art Appreciation,Parallel & Distributed Computing,Differential Calculus,Understanding the Self,Living in the IT Era,2,1,3,2,1,1,3,3,1,2,85,94,75,91,96,91,74,89,87,99
814,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Computer Programming,Discrete Structures,Understanding the Self,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Art Appreciation,Physical Education 3,1,3,3,3,1,3,2,2,1,2,96,99,99,71,86,83,96,86,97,81
815,Differential Calculus,Ethics,Technopreneurship,Computer Programming,Life & Works of Rizal,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Art Appreciation,Data Structures & Algorithms,Understanding the Self,3,2,2,3,1,1,3,1,3,1,99,86,99,92,94,77,88,82,75,100
816,Data Structures & Algorithms,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Ethics,Computer Programming,Essentials of Catholic Faith & Life,Physical Education 3,Readings in Philippine History,Art Appreciation,Differential Calculus,3,1,2,2,3,1,2,1,1,3,70,71,75,73,86,71,84,96,71,82
817,Physical Education 3,Computer Programming,Data Structures & Algorithms,Understanding the Self,Living in the IT Era,Differential Calculus,Parallel & Distributed Computing,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Ethics,2,3,3,1,2,3,3,1,2,2,71,72,99,94,92,95,90,88,78,74
818,Living in the IT Era,Understanding the Self,Parallel & Distributed Computing,Life & Works of Rizal,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Technopreneurship,Differential Calculus,Data Structures & Algorithms,2,1,3,1,2,2,3,2,3,3,91,83,90,96,86,73,93,88,76,92
819,Parallel & Distributed Computing,Living in the IT Era,Physical Education 3,Understanding the Self,Discrete Structures,Life & Works of Rizal,Technopreneurship,Ethics,Art Appreciation,Readings in Philippine History,3,2,2,1,3,1,2,2,1,1,94,76,75,97,90,74,94,88,79,100
820,Computer Programming,Life & Works of Rizal,Ethics,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Technopreneurship,Physical Education 3,Living in the IT Era,Essentials of Catholic Faith & Life,Discrete Structures,3,1,2,2,3,2,2,2,1,3,88,76,75,94,78,98,89,70,88,70
821,Ethics,Discrete Structures,Living in the IT Era,Life & Works of Rizal,Art Appreciation,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Readings in Philippine History,Parallel & Distributed Computing,2,3,2,1,1,2,2,1,1,3,73,99,98,95,99,84,85,99,96,99
822,Life & Works of Rizal,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Differential Calculus,Art Appreciation,Physical Education 3,Ethics,Understanding the Self,Discrete Structures,1,2,2,3,3,1,2,2,1,3,71,92,93,93,78,74,80,76,94,81
823,Physical Education 3,Computer Programming,Ethics,Readings in Philippine History,Differential Calculus,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Parallel & Distributed Computing,Living in the IT Era,2,3,2,1,3,2,2,1,3,2,92,95,89,86,74,94,100,83,93,89
824,Life & Works of Rizal,Readings in Philippine History,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Computer Programming,Differential Calculus,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Living in the IT Era,1,1,3,1,3,3,3,2,3,2,81,97,96,90,80,80,71,90,96,71
825,Living in the IT Era,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Understanding the Self,Parallel & Distributed Computing,Technopreneurship,Ethics,Essentials of Catholic Faith & Life,Discrete Structures,2,2,2,3,1,3,2,2,1,3,74,75,84,84,99,89,90,71,89,91
826,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Differential Calculus,Ethics,Essentials of Catholic Faith & Life,Living in the IT Era,Technopreneurship,Discrete Structures,Computer Programming,2,2,1,3,2,1,2,2,3,3,86,100,94,90,76,71,88,100,92,99
827,Understanding the Self,Living in the IT Era,Data Structures & Algorithms,Ethics,Parallel & Distributed Computing,Computer Programming,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Technopreneurship,1,2,3,2,3,3,1,2,3,2,93,84,81,74,92,96,89,100,100,81
828,Life & Works of Rizal,Discrete Structures,Art Appreciation,Parallel & Distributed Computing,Readings in Philippine History,Computer Programming,Data Structures & Algorithms,Differential Calculus,Ethics,Living in the IT Era,1,3,1,3,1,3,3,3,2,2,70,85,94,77,81,97,93,83,91,96
829,Understanding the Self,Ethics,Living in the IT Era,Data Structures & Algorithms,Art Appreciation,Discrete Structures,Computer Programming,Technopreneurship,Essentials of Catholic Faith & Life,Physical Education 3,1,2,2,3,1,3,3,2,1,2,92,95,83,74,79,92,77,78,82,83
830,Art Appreciation,Essentials of Catholic Faith & Life,Differential Calculus,Readings in Philippine History,Ethics,Understanding the Self,Life & Works of Rizal,Data Structures & Algorithms,Technopreneurship,Computer Programming,1,1,3,1,2,1,1,3,2,3,78,83,95,90,81,94,97,77,93,98
831,Computer Programming,Technopreneurship,Parallel & Distributed Computing,Differential Calculus,Discrete Structures,Ethics,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Art Appreciation,Readings in Philippine History,3,2,3,3,3,2,2,1,1,1,72,81,87,81,72,72,79,91,84,98
832,Living in the IT Era,Parallel & Distributed Computing,Art Appreciation,Understanding the Self,Data Structures & Algorithms,Life & Works of Rizal,Computer Programming,Physical Education 3,Differential Calculus,Basic Grammar & Writing Composition (Nihongo),2,3,1,1,3,1,3,2,3,2,87,75,86,76,82,89,91,75,78,95
833,Differential Calculus,Computer Programming,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,Physical Education 3,Life & Works of Rizal,Ethics,Understanding the Self,3,3,3,1,2,1,2,1,2,1,72,79,73,74,79,79,87,90,95,87
834,Understanding the Self,Ethics,Discrete Structures,Differential Calculus,Technopreneurship,Parallel & Distributed Computing,Art Appreciation,Life & Works of Rizal,Computer Programming,Readings in Philippine History,1,2,3,3,2,3,1,1,3,1,92,89,70,90,91,75,70,82,83,91
835,Computer Programming,Parallel & Distributed Computing,Differential Calculus,Art Appreciation,Physical Education 3,Data Structures & Algorithms,Ethics,Essentials of Catholic Faith & Life,Technopreneurship,Life & Works of Rizal,3,3,3,1,2,3,2,1,2,1,87,76,94,96,84,88,78,83,84,71
836,Understanding the Self,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Differential Calculus,Readings in Philippine History,Art Appreciation,Ethics,Living in the IT Era,Life & Works of Rizal,1,1,2,2,3,1,1,2,2,1,71,81,100,92,93,87,87,80,85,99
837,Physical Education 3,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Ethics,Discrete Structures,Differential Calculus,Readings in Philippine History,Parallel & Distributed Computing,Life & Works of Rizal,2,3,2,1,2,3,3,1,3,1,87,81,72,93,70,74,79,100,78,91
838,Differential Calculus,Computer Programming,Art Appreciation,Living in the IT Era,Technopreneurship,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Ethics,Data Structures & Algorithms,Life & Works of Rizal,3,3,1,2,2,1,3,2,3,1,93,92,81,95,81,94,92,93,70,100
839,Readings in Philippine History,Technopreneurship,Living in the IT Era,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Understanding the Self,Parallel & Distributed Computing,Art Appreciation,Essentials of Catholic Faith & Life,1,2,2,2,2,3,1,3,1,1,98,87,90,80,80,72,91,92,80,90
840,Basic Grammar & Writing Composition (Nihongo),Living in the IT Era,Physical Education 3,Discrete Structures,Data Structures & Algorithms,Art Appreciation,Life & Works of Rizal,Understanding the Self,Differential Calculus,Computer Programming,2,2,2,3,3,1,1,1,3,3,92,95,83,81,84,86,85,77,72,96
841,Discrete Structures,Life & Works of Rizal,Readings in Philippine History,Technopreneurship,Art Appreciation,Essentials of Catholic Faith & Life,Data Structures & Algorithms,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),Computer Programming,3,1,1,2,1,1,3,3,2,3,89,75,90,76,99,78,83,76,95,73
842,Essentials of Catholic Faith & Life,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,Ethics,Data Structures & Algorithms,Technopreneurship,Art Appreciation,Computer Programming,Physical Education 3,1,1,2,1,2,3,2,1,3,2,78,94,80,77,80,95,98,88,83,98
843,Living in the IT Era,Life & Works of Rizal,Differential Calculus,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Computer Programming,Data Structures & Algorithms,Art Appreciation,Essentials of Catholic Faith & Life,Readings in Philippine History,2,1,3,2,2,3,3,1,1,1,75,86,74,86,91,86,80,86,100,95
844,Readings in Philippine History,Life & Works of Rizal,Discrete Structures,Differential Calculus,Computer Programming,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Living in the IT Era,Physical Education 3,1,1,3,3,3,3,2,1,2,2,96,93,81,75,88,93,76,87,79,100
845,Life & Works of Rizal,Parallel & Distributed Computing,Living in the IT Era,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,Technopreneurship,Differential Calculus,Data Structures & Algorithms,Physical Education 3,1,3,2,3,2,1,2,3,3,2,84,79,85,99,91,88,90,90,99,72
846,Physical Education 3,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Differential Calculus,Art Appreciation,Understanding the Self,Discrete Structures,Ethics,Computer Programming,2,1,2,2,3,1,1,3,2,3,100,71,81,79,77,74,97,74,77,91
847,Readings in Philippine History,Living in the IT Era,Ethics,Essentials of Catholic Faith & Life,Computer Programming,Differential Calculus,Art Appreciation,Data Structures & Algorithms,Parallel & Distributed Computing,Understanding the Self,1,2,2,1,3,3,1,3,3,1,100,86,81,92,78,75,92,73,71,70
848,Parallel & Distributed Computing,Art Appreciation,Ethics,Understanding the Self,Life & Works of Rizal,Discrete Structures,Living in the IT Era,Differential Calculus,Data Structures & Algorithms,Technopreneurship,3,1,2,1,1,3,2,3,3,2,81,82,92,70,92,96,79,84,94,95
849,Differential Calculus,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Data Structures & Algorithms,Technopreneurship,Physical Education 3,Computer Programming,Parallel & Distributed Computing,Readings in Philippine History,3,1,2,1,3,2,2,3,3,1,73,87,92,92,91,97,96,98,100,78
850,Life & Works of Rizal,Readings in Philippine History,Differential Calculus,Living in the IT Era,Art Appreciation,Understanding the Self,Technopreneurship,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,1,1,3,2,1,1,2,3,2,3,85,100,92,81,94,76,99,89,98,92
851,Essentials of Catholic Faith & Life,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Ethics,Life & Works of Rizal,Data Structures & Algorithms,Physical Education 3,Living in the IT Era,Differential Calculus,1,1,2,2,2,1,3,2,2,3,84,97,70,86,84,83,83,74,85,81
852,Differential Calculus,Art Appreciation,Technopreneurship,Readings in Philippine History,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Ethics,Discrete Structures,Understanding the Self,3,1,2,1,1,2,2,2,3,1,97,90,71,94,92,76,90,73,87,97
853,Living in the IT Era,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Life & Works of Rizal,Understanding the Self,Art Appreciation,Data Structures & Algorithms,Differential Calculus,Discrete Structures,2,2,2,3,1,1,1,3,3,3,91,92,98,71,89,86,92,95,98,77
854,Differential Calculus,Parallel & Distributed Computing,Understanding the Self,Discrete Structures,Life & Works of Rizal,Technopreneurship,Readings in Philippine History,Ethics,Computer Programming,Basic Grammar & Writing Composition (Nihongo),3,3,1,3,1,2,1,2,3,2,77,87,88,78,78,97,85,100,96,73
855,Ethics,Technopreneurship,Readings in Philippine History,Parallel & Distributed Computing,Living in the IT Era,Life & Works of Rizal,Discrete Structures,Art Appreciation,Essentials of Catholic Faith & Life,Physical Education 3,2,2,1,3,2,1,3,1,1,2,84,90,73,87,77,98,85,93,94,95
856,Parallel & Distributed Computing,Computer Programming,Living in the IT Era,Discrete Structures,Differential Calculus,Physical Education 3,Essentials of Catholic Faith & Life,Life & Works of Rizal,Ethics,Art Appreciation,3,3,2,3,3,2,1,1,2,1,70,97,86,78,92,93,83,86,77,91
857,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Readings in Philippine History,Computer Programming,Living in the IT Era,Art Appreciation,Ethics,Data Structures & Algorithms,Life & Works of Rizal,2,2,1,1,3,2,1,2,3,1,86,98,96,78,86,73,97,77,98,87
858,Technopreneurship,Parallel & Distributed Computing,Ethics,Discrete Structures,Understanding the Self,Essentials of Catholic Faith & Life,Physical Education 3,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,2,3,2,3,1,1,2,3,2,1,86,99,92,90,73,98,98,86,70,75
859,Data Structures & Algorithms,Readings in Philippine History,Technopreneurship,Differential Calculus,Physical Education 3,Discrete Structures,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,Parallel & Distributed Computing,3,1,2,3,2,3,3,2,1,3,77,94,80,75,74,98,100,96,86,100
860,Essentials of Catholic Faith & Life,Life & Works of Rizal,Data Structures & Algorithms,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Ethics,Physical Education 3,Parallel & Distributed Computing,Discrete Structures,1,1,3,2,2,3,2,2,3,3,76,86,83,97,93,81,89,84,99,97
861,Discrete Structures,Basic Grammar & Writing Composition (Nihongo),Data Structures & Algorithms,Computer Programming,Parallel & Distributed Computing,Living in the IT Era,Ethics,Readings in Philippine History,Differential Calculus,Life & Works of Rizal,3,2,3,3,3,2,2,1,3,1,74,83,94,99,76,93,99,91,82,72
862,Understanding the Self,Differential Calculus,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Ethics,Parallel & Distributed Computing,Data Structures & Algorithms,Technopreneurship,Discrete Structures,Life & Works of Rizal,1,3,2,2,2,3,3,2,3,1,92,94,95,79,70,77,76,97,77,84
863,Understanding the Self,Technopreneurship,Life & Works of Rizal,Data Structures & Algorithms,Art Appreciation,Essentials of Catholic Faith & Life,Living in the IT Era,Differential Calculus,Physical Education 3,Ethics,1,2,1,3,1,1,2,3,2,2,93,95,91,74,74,83,76,73,73,81
864,Physical Education 3,Technopreneurship,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Life & Works of Rizal,Ethics,Living in the IT Era,Readings in Philippine History,Data Structures & Algorithms,2,2,1,2,3,1,2,2,1,3,88,95,85,76,82,99,84,96,76,99
865,Physical Education 3,Living in the IT Era,Understanding the Self,Data Structures & Algorithms,Computer Programming,Art Appreciation,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Ethics,2,2,1,3,3,1,2,2,3,2,70,91,95,74,70,73,94,89,89,89
866,Art Appreciation,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Data Structures & Algorithms,Ethics,Parallel & Distributed Computing,Physical Education 3,Readings in Philippine History,Discrete Structures,1,2,2,3,3,2,3,2,1,3,81,73,82,88,72,98,93,100,87,87
867,Ethics,Data Structures & Algorithms,Discrete Structures,Essentials of Catholic Faith & Life,Computer Programming,Living in the IT Era,Understanding the Self,Differential Calculus,Life & Works of Rizal,Technopreneurship,2,3,3,1,3,2,1,3,1,2,93,87,78,75,79,88,70,88,100,100
868,Life & Works of Rizal,Differential Calculus,Understanding the Self,Data Structures & Algorithms,Computer Programming,Essentials of Catholic Faith & Life,Discrete Structures,Physical Education 3,Parallel & Distributed Computing,Living in the IT Era,1,3,1,3,3,1,3,2,3,2,82,99,99,91,93,79,74,100,89,76
869,Parallel & Distributed Computing,Discrete Structures,Readings in Philippine History,Computer Programming,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Physical Education 3,Art Appreciation,Differential Calculus,Life & Works of Rizal,3,3,1,3,2,1,2,1,3,1,96,95,75,79,71,78,82,92,91,100
870,Physical Education 3,Discrete Structures,Technopreneurship,Readings in Philippine History,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Living in the IT Era,Differential Calculus,Ethics,2,3,2,1,1,2,3,2,3,2,71,88,93,73,99,79,90,85,87,77
871,Understanding the Self,Living in the IT Era,Physical Education 3,Computer Programming,Technopreneurship,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,Ethics,Art Appreciation,1,2,2,3,2,1,2,1,2,1,97,87,84,92,79,71,92,74,92,98
872,Ethics,Computer Programming,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Differential Calculus,Parallel & Distributed Computing,Essentials of Catholic Faith & Life,Life & Works of Rizal,Art Appreciation,2,3,2,2,1,3,3,1,1,1,90,94,97,89,82,95,93,88,76,95
873,Art Appreciation,Basic Grammar & Writing Composition (Nihongo),Essentials of Catholic Faith & Life,Living in the IT Era,Technopreneurship,Computer Programming,Parallel & Distributed Computing,Ethics,Life & Works of Rizal,Physical Education 3,1,2,1,2,2,3,3,2,1,2,83,79,99,95,83,88,97,79,80,88
874,Understanding the Self,Parallel & Distributed Computing,Computer Programming,Data Structures & Algorithms,Differential Calculus,Art Appreciation,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Essentials of Catholic Faith & Life,1,3,3,3,3,1,2,2,1,1,78,89,75,72,98,82,100,98,77,85
875,Computer Programming,Ethics,Technopreneurship,Essentials of Catholic Faith & Life,Physical Education 3,Living in the IT Era,Data Structures & Algorithms,Understanding the Self,Readings in Philippine History,Differential Calculus,3,2,2,1,2,2,3,1,1,3,87,71,89,95,86,82,87,89,90,81
876,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Art Appreciation,Technopreneurship,Differential Calculus,Computer Programming,Parallel & Distributed Computing,Readings in Philippine History,Living in the IT Era,Physical Education 3,2,1,1,2,3,3,3,1,2,2,92,75,79,96,97,93,76,94,85,94
877,Computer Programming,Physical Education 3,Ethics,Life & Works of Rizal,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Technopreneurship,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Living in the IT Era,3,2,2,1,2,3,2,3,1,2,96,84,87,90,73,92,97,76,76,78
878,Art Appreciation,Differential Calculus,Computer Programming,Parallel & Distributed Computing,Physical Education 3,Basic Grammar & Writing Composition (Nihongo),Readings in Philippine History,Data Structures & Algorithms,Living in the IT Era,Essentials of Catholic Faith & Life,1,3,3,3,2,2,1,3,2,1,96,91,87,75,74,88,82,90,87,95
879,Parallel & Distributed Computing,Understanding the Self,Differential Calculus,Art Appreciation,Living in the IT Era,Discrete Structures,Data Structures & Algorithms,Technopreneurship,Physical Education 3,Life & Works of Rizal,3,1,3,1,2,3,3,2,2,1,90,98,85,84,95,80,79,94,70,72
880,Living in the IT Era,Ethics,Essentials of Catholic Faith & Life,Readings in Philippine History,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Understanding the Self,Physical Education 3,Discrete Structures,Technopreneurship,2,2,1,1,2,3,1,2,3,2,98,100,98,84,74,84,85,72,79,78
881,Physical Education 3,Discrete Structures,Life & Works of Rizal,Differential Calculus,Ethics,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Data Structures & Algorithms,Essentials of Catholic Faith & Life,2,3,1,3,2,1,2,3,3,1,73,70,89,71,94,86,93,76,98,91
882,Data Structures & Algorithms,Discrete Structures,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Parallel & Distributed Computing,Living in the IT Era,Technopreneurship,Art Appreciation,Understanding the Self,Ethics,3,3,1,2,3,2,2,1,1,2,77,95,75,77,71,70,82,89,77,86
883,Essentials of Catholic Faith & Life,Ethics,Living in the IT Era,Readings in Philippine History,Differential Calculus,Technopreneurship,Understanding the Self,Data Structures & Algorithms,Physical Education 3,Parallel & Distributed Computing,1,2,2,1,3,2,1,3,2,3,78,76,98,83,94,99,98,74,92,84
884,Computer Programming,Technopreneurship,Discrete Structures,Art Appreciation,Understanding the Self,Parallel & Distributed Computing,Basic Grammar & Writing Composition (Nihongo),Differential Calculus,Living in the IT Era,Life & Works of Rizal,3,2,3,1,1,3,2,3,2,1,82,76,89,83,84,90,82,76,92,76
885,Basic Grammar & Writing Composition (Nihongo),Computer Programming,Ethics,Readings in Philippine History,Technopreneurship,Data Structures & Algorithms,Understanding the Self,Parallel & Distributed Computing,Discrete Structures,Differential Calculus,2,3,2,1,2,3,1,3,3,3,77,97,77,71,97,76,74,84,86,91
886,Readings in Philippine History,Parallel & Distributed Computing,Technopreneurship,Computer Programming,Data Structures & Algorithms,Essentials of Catholic Faith & Life,Basic Grammar & Writing Composition (Nihongo),Physical Education 3,Discrete Structures,Life & Works of Rizal,1,3,2,3,3,1,2,2,3,1,74,74,86,85,77,88,92,100,80,80
887,Life & Works of Rizal,Technopreneurship,Parallel & Distributed Computing,Living in the IT Era,Basic Grammar & Writing Composition (Nihongo),Understanding the Self,Physical Education 3,Essentials of Catholic Faith & Life,Discrete Structures,Computer Programming,1,2,3,2,2,1,2,1,3,3,70,80,96,91,71,85,77,78,94,88
888,Essentials of Catholic Faith & Life,Life & Works of Rizal,Computer Programming,Art Appreciation,Technopreneurship,Physical Education 3,Differential Calculus,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,1,1,3,1,2,2,3,3,2,3,74,81,86,93,98,71,97,83,79,97
889,Technopreneurship,Essentials of Catholic Faith & Life,Data Structures & Algorithms,Ethics,Parallel & Distributed Computing,Understanding the Self,Basic Grammar & Writing Composition (Nihongo),Life & Works of Rizal,Discrete Structures,Physical Education 3,2,1,3,2,3,1,2,1,3,2,83,95,88,96,83,70,95,90,73,72
890,Computer Programming,Differential Calculus,Basic Grammar & Writing Composition (Nihongo),Discrete Structures,Essentials of Catholic Faith & Life,Living in the IT Era,Technopreneurship,Parallel & Distributed Computing,Physical Education 3,Life & Works of Rizal,3,3,2,3,1,2,2,3,2,1,90,87,78,76,70,95,90,88,71,95
891,Differential Calculus,Life & Works of Rizal,Data Structures & Algorithms,Basic Grammar & Writing Composition (Nihongo),Technopreneurship,Physical Education 3,Ethics,Essentials of Catholic Faith & Life,Parallel & Distributed Computing,Computer Programming,3,1,3,2,2,2,2,1,3,3,84,93,85,96,83,97,92,74,83,77
892,Life & Works of Rizal,Physical Education 3,Discrete Structures,Technopreneurship,Parallel & Distributed Computing,Living in the IT Era,Data Structures & Algorithms,Ethics,Readings in Philippine History,Essentials of Catholic Faith & Life,1,2,3,2,3,2,3,2,1,1,74,75,77,82,78,86,71,100,77,80
893,Understanding the Self,Parallel & Distributed Computing,Computer Programming,Differential Calculus,Life & Works of Rizal,Ethics,Physical Education 3,Technopreneurship,Basic Grammar & Writing Composition (Nihongo),Art Appreciation,1,3,3,3,1,2,2,2,2,1,88,93,76,93,81,88,71,81,74,72
